numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20220217063000;2196.000000;220;7.000000;273.150000;mq;mq;61;4;7;8;8;mq;/;/;/;mq;mq;273.050000;mq;273.250000;1.130000;0.080000;-99;768.000000;3108.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;3;220;7.000000;1.130000;0.080000;mq;6;2;mq;0;mq;
07457;20220217060000;790.000000;270;1.000000;279.650000;mq;mq;63;6;0;8;2;800;6;3;/;21.800000;276.650000;mq;280.650000;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20220217073800;1854.000000;310;2.000000;273.750000;272.450000;91;73;6;7;8;8;250;6;/;/;13.800000;mq;266.450000;mq;274.450000;1.150000;0.090000;-99;768.000000;3109.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;6;mq;mq;mq;
07970;20220217073500;1789.000000;220;7.000000;277.950000;272.940000;70;0;6;4;8;8;450;5;3;/;1.800000;mq;273.750000;mq;277.950000;0.800000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07582;20220217081500;1350.000000;0;0.000000;278.050000;277.610000;97;0;6;4;8;3;150;6;7;/;10.200000;mq;270.950000;mq;280.050000;0.700000;0.020000;-99;768.000000;3102.000000;mq;273.050000;mq;0;2;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;210.000000;
07589;20220217080000;1570.000000;0;0.000000;276.150000;274.670000;90;0;7;6;8;8;30;5;/;/;2.900000;mq;272.950000;mq;277.150000;0.640000;0.020000;-99;768.000000;3102.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20220217073000;1327.000000;0;0.000000;279.150000;mq;mq;61;4;6;9;9;mq;/;/;/;1.100000;mq;mq;mq;mq;0.010000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07715;20220217081500;2125.000000;0;0.000000;273.350000;267.550000;65;0;0;0;3;2;450;5;1;2;0.000000;mq;265.750000;mq;mq;0.600000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;1;140.000000;
07721;20220217073500;1760.000000;180;6.000000;275.550000;275.550000;100;60;6;7;7;6;30;0;2;/;23.200000;mq;270.550000;mq;276.050000;1.280000;0.020000;-99;768.000000;3102.000000;mq;273.150000;mq;0;2;0;mq;mq;mq;mq;4;270;11.000000;1.300000;0.100000;mq;6;2;mq;2;mq;
07811;20220217081000;2350.000000;310;10.000000;273.250000;268.800000;72;mq;7;6;mq;mq;mq;/;/;/;mq;268.150000;mq;284.550000;mq;0.800000;0.060000;-99;768.000000;3106.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07873;20220217081000;1478.000000;0;0.000000;mq;mq;mq;63;7;6;9;9;mq;/;/;/;19.000000;mq;mq;mq;mq;0.950000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20220217080000;1860.000000;310;5.000000;275.250000;275.250000;100;0;6;7;6;6;30;6;1;/;10.900000;mq;272.150000;mq;277.150000;1.270000;0.040000;-99;768.000000;3104.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;180.000000;
07878;20220217082500;1600.000000;0;0.000000;278.050000;276.230000;88;60;6;0;7;6;150;6;/;/;5.000000;mq;266.850000;mq;278.950000;0.450000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;mq;mq;mq;mq;mq;3;360;20.000000;mq;mq;mq;6;6;mq;1;200.000000;
07881;20220217075000;2550.000000;270;10.000000;271.950000;271.670000;98;71;7;4;9;9;mq;/;/;/;5.100000;mq;269.250000;mq;272.950000;1.970000;0.060000;-99;768.000000;3106.000000;mq;268.050000;mq;0;mq;8;mq;mq;mq;mq;3;310;15.000000;mq;mq;mq;2;3;mq;0;120.000000;
07882;20220217080000;1382.000000;310;2.000000;275.950000;275.670000;98;0;4;6;8;8;450;5;/;/;14.000000;mq;272.850000;mq;278.650000;0.800000;0.020000;-99;768.000000;3102.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;310;17.000000;mq;0.050000;mq;6;6;mq;2;mq;
07885;20220217081500;1603.000000;270;9.000000;278.050000;276.860000;92;60;6;7;8;8;250;5;/;/;mq;mq;275.850000;mq;278.050000;0.850000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;270.000000;
07889;20220217080000;1800.000000;360;7.000000;274.650000;271.060000;77;0;6;6;7;7;mq;5;0;0;5.800000;mq;269.050000;mq;276.950000;0.600000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;9;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07892;20220217073000;1700.000000;0;0.000000;274.350000;274.070000;98;60;6;7;8;8;450;0;2;/;6.600000;mq;267.350000;mq;275.350000;1.060000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;140.000000;
07903;20220217083000;1400.000000;0;0.000000;277.950000;277.370000;96;60;6;7;9;9;mq;/;/;/;11.400000;mq;273.650000;mq;278.150000;0.500000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07919;20220217083000;2130.000000;40;7.000000;279.250000;271.840000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.400000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;180.000000;
07921;20220217081200;1680.000000;0;0.000000;275.150000;273.060000;86;0;0;0;1;1;1750;0;3;7;0.000000;mq;270.850000;mq;277.550000;0.640000;0.000000;-99;768.000000;3100.000000;mq;270.350000;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;0.000000;mq;0;0;0;mq;mq;
07925;20220217072600;1905.000000;310;7.000000;277.550000;271.340000;64;0;7;0;4;4;800;6;7;/;0.100000;mq;269.050000;mq;279.150000;0.520000;0.010000;-99;768.000000;3101.000000;mq;272.450000;mq;0;0;5;mq;mq;mq;mq;3;310;16.000000;0.650000;0.010000;mq;2;3;mq;2;mq;
07926;20220217081500;2185.000000;40;4.000000;276.750000;271.590000;69;0;0;0;5;4;450;6;7;0;0.000000;mq;270.350000;mq;278.950000;1.100000;0.000000;-99;768.000000;3100.000000;mq;272.550000;mq;0;0;9;mq;mq;mq;mq;3;40;10.000000;1.040000;0.000000;mq;6;3;mq;2;mq;
07950;20220217082000;1590.000000;0;0.000000;276.650000;274.850000;88;0;6;0;8;8;800;5;/;/;6.400000;mq;275.550000;mq;279.150000;0.550000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;310.000000;
07955;20220217075000;1840.000000;270;2.000000;276.350000;274.710000;89;0;6;4;5;4;150;5;0;2;0.400000;mq;272.350000;mq;276.350000;1.150000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;3;360;3.000000;1.950000;0.000000;mq;6;3;mq;1;180.000000;
07959;20220217073000;1860.000000;180;2.000000;mq;mq;mq;0;4;0;3;2;800;6;0;2;0.200000;mq;mq;mq;mq;1.150000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;7;mq;2;120.000000;
07964;20220217083000;2020.000000;0;0.000000;277.450000;272.460000;70;0;6;4;7;7;450;0;3;/;0.000000;mq;272.150000;mq;278.150000;1.250000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07858;20220217080000;1768.000000;0;0.000000;275.650000;275.370000;98;61;7;6;8;8;mq;6;/;/;28.200000;mq;266.350000;mq;276.550000;1.550000;0.060000;-99;768.000000;3106.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;4;180;14.000000;2.390000;0.060000;mq;6;6;mq;0;160.000000;
07893;20220217080000;1780.000000;0;0.000000;274.750000;274.180000;96;60;7;6;7;6;250;5;0;9;8.500000;mq;271.050000;mq;275.850000;1.170000;0.010000;-99;768.000000;3101.000000;mq;272.350000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;1.650000;0.120000;mq;1;2;mq;1;160.000000;
07894;20220217081500;1350.000000;0;0.000000;276.950000;276.810000;99;60;7;6;8;7;150;2;/;9;14.000000;mq;271.750000;mq;280.150000;0.640000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;8;4;mq;mq;mq;mq;3;mq;mq;1.700000;mq;mq;6;6;mq;1;110.000000;
07929;20220217090000;1855.000000;0;0.000000;277.750000;271.310000;63;0;0;0;2;2;800;5;0;0;0.000000;mq;271.050000;mq;277.750000;0.900000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;3;270;1.000000;mq;mq;mq;8;3;mq;1;120.000000;
07942;20220217080000;1910.000000;310;3.000000;281.650000;270.390000;45;0;0;0;6;0;8000;0;0;2;0.000000;mq;270.250000;mq;281.650000;0.570000;0.000000;-99;768.000000;3100.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;2;310;8.000000;mq;mq;mq;3;3;mq;1;150.000000;
07953;20220217082000;1800.000000;0;0.000000;278.550000;276.880000;89;0;6;6;8;8;800;0;3;/;1.500000;mq;mq;mq;mq;1.000000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;0;0;mq;mq;mq;mq;3;220;4.000000;mq;0.000000;mq;3;3;mq;1;180.000000;
07965;20220217085300;1460.000000;270;2.000000;278.750000;273.910000;71;0;4;4;5;5;1750;0;3;0;0.100000;mq;270.550000;mq;280.350000;0.290000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;0;500.000000;
07972;20220217084500;1715.000000;310;2.000000;mq;mq;mq;0;6;0;8;8;800;0;3;0;13.000000;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;mq;310;2.000000;mq;mq;mq;0;6;mq;mq;mq;
07454;20220217084500;1535.000000;220;2.000000;277.650000;mq;mq;61;7;6;9;9;mq;/;/;/;22.800000;mq;mq;mq;mq;0.700000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;240.000000;
07575;20220217082000;2134.000000;40;6.000000;277.750000;271.940000;66;0;0;0;5;2;450;5;2;0;0.000000;mq;270.850000;mq;277.750000;0.730000;0.000000;-99;768.000000;3100.000000;mq;271.550000;mq;0;0;5;mq;mq;mq;mq;2;360;10.000000;0.180000;0.100000;mq;6;2;mq;1;140.000000;
07813;20220217084000;1210.000000;0;0.000000;277.150000;mq;mq;84;7;6;mq;mq;mq;/;/;/;30.100000;mq;mq;mq;mq;1.250000;0.040000;-99;768.000000;3104.000000;mq;272.150000;mq;0;mq;mq;mq;mq;mq;mq;4;180;4.000000;1.340000;mq;mq;mq;mq;mq;mq;mq;
07891;20220217083000;1209.000000;0;0.000000;mq;mq;92;63;6;9;8;3;80;6;2;/;8.100000;mq;mq;mq;mq;0.950000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;360;20.000000;1.900000;0.000000;mq;6;2;mq;mq;mq;
07907;20220217083500;1585.000000;0;0.000000;277.050000;275.720000;91;60;6;7;9;9;mq;/;/;/;8.300000;mq;272.350000;mq;280.450000;0.800000;0.010000;-99;768.000000;3101.000000;mq;273.050000;mq;0;mq;8;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;0;160.000000;
07908;20220217061500;1970.000000;270;14.000000;274.450000;273.590000;94;63;7;6;9;9;mq;/;/;/;15.300000;mq;mq;mq;mq;1.300000;0.050000;-99;768.000000;3105.000000;mq;273.050000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07943;20220217091500;1650.000000;0;0.000000;276.850000;276.710000;99;45;6;6;9;9;mq;/;/;/;17.600000;mq;275.250000;mq;276.950000;0.350000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;320.000000;
07973;20220217071000;1472.000000;220;2.000000;279.850000;275.350000;73;61;6;6;7;7;1250;2;2;0;19.500000;mq;276.750000;mq;279.850000;0.500000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07470;20220217084500;1850.000000;180;10.000000;275.650000;mq;mq;60;7;6;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;1.400000;0.070000;-99;768.000000;3107.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;3;220;12.000000;mq;0.100000;mq;2;4;0;mq;mq;
07595;20220217093000;1915.000000;360;7.000000;275.950000;261.990000;35;0;6;3;8;8;450;5;/;/;2.500000;mq;273.650000;mq;276.350000;0.500000;0.000000;-99;768.000000;3100.000000;mq;272.450000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;1;200.000000;
07596;20220217091500;1717.000000;0;0.000000;279.850000;274.360000;68;0;0;0;4;2;30;6;0;2;0.000000;mq;272.950000;mq;280.350000;0.430000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;8;3;mq;0;160.000000;
07711;20220217090000;1524.000000;0;0.000000;275.950000;275.380000;96;45;7;6;7;6;30;6;1;/;9.100000;mq;270.150000;mq;276.250000;0.950000;0.050000;-99;768.000000;3105.000000;mq;271.850000;mq;0;2;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;1;mq;1;130.000000;
07877;20220217085500;1642.000000;270;2.000000;276.250000;264.260000;41;60;6;7;9;9;mq;/;/;/;16.900000;mq;272.350000;mq;276.850000;0.850000;0.020000;-99;768.000000;3102.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;220.000000;
07886;20220217083000;1710.000000;270;2.000000;276.250000;275.230000;93;60;7;6;9;9;mq;/;/;/;9.200000;mq;271.150000;mq;276.350000;0.700000;0.020000;-99;768.000000;3102.000000;mq;271.950000;mq;0;mq;mq;mq;mq;mq;mq;3;270;10.000000;mq;mq;mq;6;3;mq;1;260.000000;
07902;20220217080000;2022.000000;360;2.000000;275.050000;274.910000;99;60;6;7;9;9;mq;/;/;/;20.900000;mq;270.450000;mq;275.250000;1.650000;0.040000;-99;768.000000;3104.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;2;360;10.000000;mq;0.050000;mq;6;2;mq;1;240.000000;
07904;20220217070000;2080.000000;0;0.000000;273.750000;273.190000;96;73;7;6;8;8;30;2;0;0;9.800000;mq;265.650000;mq;275.350000;1.330000;0.100000;-99;768.000000;3110.000000;mq;273.050000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;240.000000;
07923;20220217090500;1895.000000;0;0.000000;273.150000;270.280000;81;0;0;0;2;2;30;5;3;0;0.000000;mq;264.850000;mq;274.250000;0.650000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;3;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;3;mq;1;120.000000;
07927;20220217093000;2100.000000;310;3.000000;274.350000;271.110000;79;0;0;0;9;9;mq;/;/;/;0.000000;mq;270.750000;mq;274.350000;0.610000;0.000000;-99;768.000000;3100.000000;mq;271.750000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;3;mq;1;160.000000;
07957;20220217085800;1740.000000;0;0.000000;275.050000;271.790000;79;0;6;3;4;4;800;0;3;/;4.100000;mq;272.150000;mq;278.450000;1.600000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;9;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;mq;
07960;20220217080000;1590.000000;270;2.000000;276.850000;276.560000;98;0;6;4;7;0;450;0;/;/;4.800000;mq;275.550000;mq;279.550000;0.480000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07977;20220217084500;2087.000000;360;2.000000;277.150000;275.020000;86;0;6;0;6;4;150;2;1;7;0.100000;mq;271.350000;mq;277.550000;0.870000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07730;20220217100000;1468.000000;0;0.000000;281.250000;276.110000;70;0;6;6;1;1;800;5;0;0;9.000000;mq;275.850000;mq;281.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.850000;0.000000;mq;6;7;mq;2;mq;
07856;20220217063000;1620.000000;0;0.000000;275.250000;274.820000;97;61;6;0;8;8;450;6;/;/;23.200000;mq;271.550000;mq;276.350000;1.090000;0.040000;-99;768.000000;3104.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;4;310;20.000000;2.600000;0.100000;mq;6;2;mq;1;220.000000;
07887;20220217093000;1500.000000;0;0.000000;276.650000;276.510000;99;60;6;6;8;8;30;6;2;/;22.800000;mq;271.350000;mq;276.850000;1.000000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;4;310;2.000000;1.500000;0.000000;mq;6;2;mq;2;mq;
07928;20220217081500;1530.000000;0;0.000000;275.650000;275.510000;99;61;6;6;9;9;mq;/;/;/;25.500000;mq;271.250000;mq;276.350000;1.050000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;270;8.000000;1.210000;0.030000;mq;6;6;mq;1;240.000000;
07872;20220217085500;1355.000000;340;2.000000;278.750000;277.550000;92;60;6;7;7;7;250;5;/;/;mq;mq;269.250000;mq;278.750000;0.400000;0.020000;-99;768.000000;3102.000000;mq;272.950000;mq;0;7;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;280.000000;
07915;20220217085500;2420.000000;310;7.000000;275.050000;265.720000;50;0;6;7;6;4;30;6;3;2;mq;mq;269.650000;mq;275.450000;0.800000;0.040000;-99;768.000000;3104.000000;mq;270.250000;mq;0;4;8;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;0;140.000000;
07940;20220217092900;1900.000000;0;0.000000;279.250000;273.790000;68;60;6;4;2;0;1250;0;0;7;0.600000;mq;271.650000;mq;279.250000;0.600000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;40;6.000000;mq;mq;mq;6;3;mq;1;160.000000;
07968;20220217082500;1569.000000;0;0.000000;281.250000;276.110000;70;0;6;6;7;7;800;0;3;/;mq;mq;273.550000;mq;281.250000;0.350000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.620000;0.000000;mq;6;6;mq;2;mq;
07969;20220217081700;1763.000000;270;2.000000;280.150000;276.020000;75;0;6;0;5;5;1250;5;3;/;0.600000;mq;274.050000;mq;280.250000;0.900000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;3;270;5.000000;1.650000;0.000000;mq;6;6;mq;1;270.000000;
07985;20220217090000;1420.000000;270;7.000000;280.650000;mq;mq;0;0;0;2;2;80;5;0;2;0.000000;mq;274.150000;mq;280.650000;0.280000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;9;mq;mq;mq;
07818;20220217085500;1254.000000;320;2.000000;280.250000;278.400000;88;60;6;7;7;7;450;6;/;/;13.200000;mq;273.250000;mq;280.250000;0.500000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;1;400.000000;
07922;20220217083000;2295.000000;310;2.000000;273.450000;273.310000;99;70;6;4;7;7;150;5;3;/;1.800000;mq;272.150000;mq;273.750000;0.700000;0.030000;-99;768.000000;3103.000000;mq;271.850000;mq;0;mq;5;mq;mq;mq;mq;3;310;7.000000;mq;mq;mq;7;3;mq;2;120.000000;
07499;20220217070000;1025.000000;mq;mq;mq;mq;mq;61;7;6;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.320000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;9;0;mq;mq;
07920;20220217080000;1720.000000;0;0.000000;279.050000;277.380000;89;60;6;7;8;8;800;6;/;/;8.900000;mq;271.150000;mq;280.050000;0.680000;0.020000;-99;768.000000;3102.000000;mq;272.750000;mq;0;1;5;mq;mq;mq;mq;3;310;8.000000;1.300000;0.050000;mq;6;3;mq;1;180.000000;
07856;20220217120000;1620.000000;0;0.000000;277.550000;275.900000;89;0;0;6;8;8;450;6;/;/;mq;mq;mq;mq;mq;1.070000;0.000000;-50;750.000000;3100.000000;mq;273.050000;mq;0;0;mq;mq;mq;mq;mq;3;270;6.000000;2.550000;0.000000;mq;6;3;mq;2;mq;
07926;20220217123500;2185.000000;40;10.000000;278.450000;267.170000;44;0;0;0;2;2;3500;0;3;0;mq;mq;mq;mq;mq;1.100000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;9;mq;mq;mq;mq;3;40;12.000000;mq;mq;mq;6;3;mq;2;mq;
07927;20220217123000;2100.000000;0;0.000000;276.750000;267.550000;51;0;0;0;1;1;450;5;0;0;mq;mq;mq;mq;mq;0.560000;0.000000;-50;750.000000;3100.000000;mq;272.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;3;mq;1;180.000000;
07931;20220217115000;1665.000000;270;2.000000;282.750000;272.830000;50;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.140000;0.000000;-50;750.000000;3100.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;3;mq;mq;mq;
07976;20220217123000;1530.000000;270;14.000000;281.550000;274.920000;63;0;0;0;6;6;800;0;3;0;mq;mq;mq;mq;mq;0.150000;0.000000;-50;750.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;2;450.000000;
07977;20220217121500;2087.000000;310;2.000000;278.550000;275.380000;80;0;0;0;6;1;800;2;7;2;mq;mq;mq;mq;mq;0.870000;0.000000;-50;750.000000;3100.000000;mq;271.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;2;mq;
07590;20220217124000;1270.000000;0;0.000000;284.550000;275.830000;55;0;0;0;2;2;1750;6;0;0;mq;mq;mq;mq;mq;0.230000;0.000000;-50;750.000000;3100.000000;mq;272.450000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07925;20220217125600;1905.000000;310;2.000000;281.250000;264.270000;29;0;0;0;mq;mq;1250;/;/;/;mq;mq;mq;mq;mq;0.480000;0.000000;-50;750.000000;3100.000000;mq;272.950000;mq;0;0;5;mq;mq;mq;mq;3;310;15.000000;0.630000;0.000000;mq;3;2;mq;2;mq;
07935;20220217090000;2140.000000;90;2.000000;278.750000;270.660000;56;0;0;0;3;3;1750;0;3;0;0.000000;mq;272.350000;mq;278.850000;0.250000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;2;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07976;20220217083000;1530.000000;270;7.000000;280.450000;272.970000;59;0;6;0;5;5;1250;0;2;0;3.600000;mq;275.450000;mq;280.450000;0.150000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;2;450.000000;
07498;20220217123600;1854.000000;180;1.000000;276.750000;271.980000;71;0;0;0;6;6;800;6;3;/;mq;mq;mq;mq;mq;1.130000;0.000000;-50;750.000000;3100.000000;mq;272.550000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;6;mq;mq;mq;
07885;20220217120000;1603.000000;270;2.000000;279.150000;276.650000;84;0;6;0;5;3;80;5;3;0;mq;mq;mq;mq;mq;0.810000;0.000000;-50;750.000000;3100.000000;mq;272.950000;mq;0;2;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;250.000000;
07892;20220217124500;1700.000000;0;0.000000;278.550000;276.560000;87;0;6;0;8;8;800;2;3;0;mq;mq;mq;mq;mq;1.050000;0.000000;-50;750.000000;3100.000000;mq;272.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;160.000000;
07895;20220217123000;1970.000000;0;0.000000;277.150000;272.560000;72;0;7;6;8;8;450;0;1;/;mq;mq;mq;mq;mq;1.180000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;5;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;120.000000;
07901;20220217115000;1867.000000;0;0.000000;275.750000;275.610000;99;44;6;0;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.310000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;3;270;6.000000;mq;mq;mq;1;1;mq;0;180.000000;
07904;20220217120000;2080.000000;220;12.000000;276.550000;270.380000;64;0;6;0;3;3;800;0;4;0;mq;mq;mq;mq;mq;1.310000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;9;8;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;280.000000;
